oid,description
.1.3.6.1.4.1.318.2.3.12.0,This OID allows APC traps to be sent with a Gauge argument that my not be defined in the APC MIB A get of this OID will return 0
.1.3.6.1.4.1.318.2.3.13.0,This OID allows APC traps to be sent with a Gauge argument that my not be defined in the APC MIB A get of this OID will return 0
.1.3.6.1.4.1.318.2.3.14.0,This OID allows APC traps to be sent with a TimeTicks argument that my not be defined in the APC MIB A get of this OID will return 0
.1.3.6.1.4.1.318.2.3.15.0,This OID allows APC traps to be sent with a TimeTicks argument that my not be defined in the APC MIB A get of this OID will return 0
.1.3.6.1.4.1.318.2.3.18.0,This OID allows APC traps to be sent with an integer argument that my not be defined in the APC MIB A get of this OID will return 0
.1.3.6.1.4.1.318.2.3.19.0,This OID allows APC traps to be sent with an integer argument that my not be defined in the APC MIB A get of this OID will return 0
.1.3.6.1.4.1.318.2.4.1.1.0,This OID has been deprecated Once mfiletransferControlInitiateFileTransfer is set to a value other than doNotInitiateFileTransfer a file transfer of mfiletransferConfigSettingsFilename will be attempted from either a TFTP or FTP server This OID shows the last attempted file transfer result lastFileTransferResultSuccessful 1 means the file transfer was successful lastFileTransferResultNotAvailable 2 means that there have been no previous file transfers lastFileTransferResultFailureUnknown 3 means that the last file transfer failed for an unknown reason lastFileTransferResultFailureServerInaccessible 4 means that the TFTP or FTP server could not be found on the network lastFileTransferResultFailureServerAccessDenied 5 means that the TFTP or FTP server denied access lastFileTransferResultFailureFileNotFound 6 means that the file could not be located lastFileTransferResultFailureFileTypeUnknown 7 means the file was examined but the contents were unknown lastFileTransferResultFailureFileCorrupt 8 means the transferred file was corrupt
.1.3.6.1.4.1.318.2.4.2.1.1.0,This OID has been deprecated The path and name of the file to transfer using the mfiletransferControlInitiateFileTransfer OID If the file to transfer exists in the default server directory then the path may be omitted
.1.3.6.1.4.1.318.2.4.2.2.1.0,This OID has been deprecated The IP Address in dotted decimal notation of the TFTP server involved in the file transfer
.1.3.6.1.4.1.318.2.4.2.3.1.0,This OID has been deprecated The IP Address in dotted decimal notation of the FTP server involved in the file transfer
.1.3.6.1.4.1.318.2.4.2.3.2.0,This OID has been deprecated The user identification for logging into the FTP server specified with mfiletransferConfigFTPServerAddress
.1.3.6.1.4.1.318.2.4.2.3.3.0,This OID has been deprecated The password for logging into the FTP server specified with mfiletransferConfigFTPServerAddress
.1.3.6.1.4.1.318.2.4.3.1.0,This OID has been deprecated Setting this OID to doNotInitiateFileTransfer 1 will do nothing Setting this OID to initiateFileTransferDownloadViaTFTP 2 will attempt to transfer the file named in mfiletransferConfigSettingsFilename from the TFTP Server identified in mfiletransferConfigTFTPAddress Setting this OID to initiateFileTransferDownloadViaFTP 3 will attempt to transfer the file named in mfiletransferConfigSettingsFilename from the FTP Server identified in mfiletransferConfigFTPAddress using mfiletransferConfigFTPUser and mfiletransferConfigFTPPassword for the FTP Server login process
.1.3.6.1.6.3.1.1.6.1.0,An advisory lock used to allow several cooperating command generator applications to coordinate their use of the SNMP set operation This object is used for coarsegrain coordination To achieve finegrain coordination one or more similar objects might be defined within each MIB group as appropriate
.1.3.6.1.6.3.10.2.1.1.0,An SNMP engines administrativelyunique identifier This information SHOULD be stored in nonvolatile storage so that it remains constant across reinitializations of the SNMP engine
.1.3.6.1.6.3.10.2.1.2.0,The number of times that the SNMP engine has reinitialized itself since snmpEngineID was last configured
.1.3.6.1.6.3.10.2.1.3.0,The number of seconds since the value of the snmpEngineBoots object last changed When incrementing this objects value would cause it to exceed its maximum snmpEngineBoots is incremented as if a reinitialization had occurred and this objects value consequently reverts to zero
.1.3.6.1.6.3.10.2.1.4.0,The maximum length in octets of an SNMP message which this SNMP engine can send or receive and process determined as the minimum of the maximum message size values supported among all of the transports available to and supported by the engine
.1.3.6.1.6.3.11.2.1.1.0,The total number of packets received by the SNMP engine which were dropped because they referenced a securityModel that was not known to or supported by the SNMP engine
.1.3.6.1.6.3.11.2.1.2.0,The total number of packets received by the SNMP engine which were dropped because there were invalid or inconsistent components in the SNMP message
.1.3.6.1.6.3.11.2.1.3.0,The total number of packets received by the SNMP engine which were dropped because the PDU contained in the packet could not be passed to an application responsible for handling the pduType eg no SNMP application had registered for the proper combination of the contextEngineID and the pduType
.1.3.6.1.6.3.12.1.1.0,This object is used to facilitate modification of table entries in the SNMPTARGETMIB module by multiple managers In particular it is useful when modifying the value of the snmpTargetAddrTagList object The procedure for modifying the snmpTargetAddrTagList object is as follows 1 Retrieve the value of snmpTargetSpinLock and of snmpTargetAddrTagList 2 Generate a new value for snmpTargetAddrTagList 3 Set the value of snmpTargetSpinLock to the retrieved value and the value of snmpTargetAddrTagList to the new value If the set fails for the snmpTargetSpinLock object go back to step 1
.1.3.6.1.6.3.12.1.2.1.2.85.115.101.114.0.0.0,This object indicates the transport type of the address contained in the snmpTargetAddrTAddress object
.1.3.6.1.6.3.12.1.2.1.2.117.115.109.85.115.101.114.49,This object indicates the transport type of the address contained in the snmpTargetAddrTAddress object
.1.3.6.1.6.3.12.1.2.1.2.117.115.109.85.115.101.114.50,This object indicates the transport type of the address contained in the snmpTargetAddrTAddress object
.1.3.6.1.6.3.12.1.2.1.2.117.115.109.85.115.101.114.51,This object indicates the transport type of the address contained in the snmpTargetAddrTAddress object
.1.3.6.1.6.3.12.1.2.1.2.117.115.109.85.115.101.114.52,This object indicates the transport type of the address contained in the snmpTargetAddrTAddress object
.1.3.6.1.6.3.12.1.2.1.2.117.115.109.85.115.101.114.53,This object indicates the transport type of the address contained in the snmpTargetAddrTAddress object
.1.3.6.1.6.3.12.1.2.1.2.117.115.109.85.115.101.114.54,This object indicates the transport type of the address contained in the snmpTargetAddrTAddress object
.1.3.6.1.6.3.12.1.2.1.3.85.115.101.114.0.0.0,This object contains a transport address The format of this address depends on the value of the snmpTargetAddrTDomain object
.1.3.6.1.6.3.12.1.2.1.3.117.115.109.85.115.101.114.49,This object contains a transport address The format of this address depends on the value of the snmpTargetAddrTDomain object
.1.3.6.1.6.3.12.1.2.1.3.117.115.109.85.115.101.114.50,This object contains a transport address The format of this address depends on the value of the snmpTargetAddrTDomain object
.1.3.6.1.6.3.12.1.2.1.3.117.115.109.85.115.101.114.51,This object contains a transport address The format of this address depends on the value of the snmpTargetAddrTDomain object
.1.3.6.1.6.3.12.1.2.1.3.117.115.109.85.115.101.114.52,This object contains a transport address The format of this address depends on the value of the snmpTargetAddrTDomain object
.1.3.6.1.6.3.12.1.2.1.3.117.115.109.85.115.101.114.53,This object contains a transport address The format of this address depends on the value of the snmpTargetAddrTDomain object
.1.3.6.1.6.3.12.1.2.1.3.117.115.109.85.115.101.114.54,This object contains a transport address The format of this address depends on the value of the snmpTargetAddrTDomain object
.1.3.6.1.6.3.12.1.2.1.4.85.115.101.114.0.0.0,This object should reflect the expected maximum round trip time for communicating with the transport address defined by this row When a message is sent to this address and a response if one is expected is not received within this time period an implementation may assume that the response will not be delivered Note that the time interval that an application waits for a response may actually be derived from the value of this object The method for deriving the actual time interval is implementation dependent One such method is to derive the expected round trip time based on a particular retransmission algorithm and on the number of timeouts which have occurred The type of message may also be considered when deriving expected round trip times for retransmissions For example if a message is being sent with a securityLevel that indicates both authentication and privacy the derived value may be increased to compensate for extra processing time spent during authentication and encryption processing DEFVAL 1500
.1.3.6.1.6.3.12.1.2.1.4.117.115.109.85.115.101.114.49,This object should reflect the expected maximum round trip time for communicating with the transport address defined by this row When a message is sent to this address and a response if one is expected is not received within this time period an implementation may assume that the response will not be delivered Note that the time interval that an application waits for a response may actually be derived from the value of this object The method for deriving the actual time interval is implementation dependent One such method is to derive the expected round trip time based on a particular retransmission algorithm and on the number of timeouts which have occurred The type of message may also be considered when deriving expected round trip times for retransmissions For example if a message is being sent with a securityLevel that indicates both authentication and privacy the derived value may be increased to compensate for extra processing time spent during authentication and encryption processing DEFVAL 1500
.1.3.6.1.6.3.12.1.2.1.4.117.115.109.85.115.101.114.50,This object should reflect the expected maximum round trip time for communicating with the transport address defined by this row When a message is sent to this address and a response if one is expected is not received within this time period an implementation may assume that the response will not be delivered Note that the time interval that an application waits for a response may actually be derived from the value of this object The method for deriving the actual time interval is implementation dependent One such method is to derive the expected round trip time based on a particular retransmission algorithm and on the number of timeouts which have occurred The type of message may also be considered when deriving expected round trip times for retransmissions For example if a message is being sent with a securityLevel that indicates both authentication and privacy the derived value may be increased to compensate for extra processing time spent during authentication and encryption processing DEFVAL 1500
.1.3.6.1.6.3.12.1.2.1.4.117.115.109.85.115.101.114.51,This object should reflect the expected maximum round trip time for communicating with the transport address defined by this row When a message is sent to this address and a response if one is expected is not received within this time period an implementation may assume that the response will not be delivered Note that the time interval that an application waits for a response may actually be derived from the value of this object The method for deriving the actual time interval is implementation dependent One such method is to derive the expected round trip time based on a particular retransmission algorithm and on the number of timeouts which have occurred The type of message may also be considered when deriving expected round trip times for retransmissions For example if a message is being sent with a securityLevel that indicates both authentication and privacy the derived value may be increased to compensate for extra processing time spent during authentication and encryption processing DEFVAL 1500
.1.3.6.1.6.3.12.1.2.1.4.117.115.109.85.115.101.114.52,This object should reflect the expected maximum round trip time for communicating with the transport address defined by this row When a message is sent to this address and a response if one is expected is not received within this time period an implementation may assume that the response will not be delivered Note that the time interval that an application waits for a response may actually be derived from the value of this object The method for deriving the actual time interval is implementation dependent One such method is to derive the expected round trip time based on a particular retransmission algorithm and on the number of timeouts which have occurred The type of message may also be considered when deriving expected round trip times for retransmissions For example if a message is being sent with a securityLevel that indicates both authentication and privacy the derived value may be increased to compensate for extra processing time spent during authentication and encryption processing DEFVAL 1500
.1.3.6.1.6.3.12.1.2.1.4.117.115.109.85.115.101.114.53,This object should reflect the expected maximum round trip time for communicating with the transport address defined by this row When a message is sent to this address and a response if one is expected is not received within this time period an implementation may assume that the response will not be delivered Note that the time interval that an application waits for a response may actually be derived from the value of this object The method for deriving the actual time interval is implementation dependent One such method is to derive the expected round trip time based on a particular retransmission algorithm and on the number of timeouts which have occurred The type of message may also be considered when deriving expected round trip times for retransmissions For example if a message is being sent with a securityLevel that indicates both authentication and privacy the derived value may be increased to compensate for extra processing time spent during authentication and encryption processing DEFVAL 1500
.1.3.6.1.6.3.12.1.2.1.4.117.115.109.85.115.101.114.54,This object should reflect the expected maximum round trip time for communicating with the transport address defined by this row When a message is sent to this address and a response if one is expected is not received within this time period an implementation may assume that the response will not be delivered Note that the time interval that an application waits for a response may actually be derived from the value of this object The method for deriving the actual time interval is implementation dependent One such method is to derive the expected round trip time based on a particular retransmission algorithm and on the number of timeouts which have occurred The type of message may also be considered when deriving expected round trip times for retransmissions For example if a message is being sent with a securityLevel that indicates both authentication and privacy the derived value may be increased to compensate for extra processing time spent during authentication and encryption processing DEFVAL 1500
.1.3.6.1.6.3.12.1.2.1.5.85.115.101.114.0.0.0,This object specifies a default number of retries to be attempted when a response is not received for a generated message An application may provide its own retry count in which case the value of this object is ignored DEFVAL 3
.1.3.6.1.6.3.12.1.2.1.5.117.115.109.85.115.101.114.49,This object specifies a default number of retries to be attempted when a response is not received for a generated message An application may provide its own retry count in which case the value of this object is ignored DEFVAL 3
.1.3.6.1.6.3.12.1.2.1.5.117.115.109.85.115.101.114.50,This object specifies a default number of retries to be attempted when a response is not received for a generated message An application may provide its own retry count in which case the value of this object is ignored DEFVAL 3
.1.3.6.1.6.3.12.1.2.1.5.117.115.109.85.115.101.114.51,This object specifies a default number of retries to be attempted when a response is not received for a generated message An application may provide its own retry count in which case the value of this object is ignored DEFVAL 3
.1.3.6.1.6.3.12.1.2.1.5.117.115.109.85.115.101.114.52,This object specifies a default number of retries to be attempted when a response is not received for a generated message An application may provide its own retry count in which case the value of this object is ignored DEFVAL 3
.1.3.6.1.6.3.12.1.2.1.5.117.115.109.85.115.101.114.53,This object specifies a default number of retries to be attempted when a response is not received for a generated message An application may provide its own retry count in which case the value of this object is ignored DEFVAL 3
.1.3.6.1.6.3.12.1.2.1.5.117.115.109.85.115.101.114.54,This object specifies a default number of retries to be attempted when a response is not received for a generated message An application may provide its own retry count in which case the value of this object is ignored DEFVAL 3
.1.3.6.1.6.3.12.1.2.1.6.85.115.101.114.0.0.0,This object contains a list of tag values which are used to select target addresses for a particular operation DEFVAL
.1.3.6.1.6.3.12.1.2.1.6.117.115.109.85.115.101.114.49,This object contains a list of tag values which are used to select target addresses for a particular operation DEFVAL
.1.3.6.1.6.3.12.1.2.1.6.117.115.109.85.115.101.114.50,This object contains a list of tag values which are used to select target addresses for a particular operation DEFVAL
.1.3.6.1.6.3.12.1.2.1.6.117.115.109.85.115.101.114.51,This object contains a list of tag values which are used to select target addresses for a particular operation DEFVAL
.1.3.6.1.6.3.12.1.2.1.6.117.115.109.85.115.101.114.52,This object contains a list of tag values which are used to select target addresses for a particular operation DEFVAL
.1.3.6.1.6.3.12.1.2.1.6.117.115.109.85.115.101.114.53,This object contains a list of tag values which are used to select target addresses for a particular operation DEFVAL
.1.3.6.1.6.3.12.1.2.1.6.117.115.109.85.115.101.114.54,This object contains a list of tag values which are used to select target addresses for a particular operation DEFVAL
.1.3.6.1.6.3.12.1.2.1.7.85.115.101.114.0.0.0,The value of this object identifies an entry in the snmpTargetParamsTable The identified entry contains SNMP parameters to be used when generating messages to be sent to this transport address
.1.3.6.1.6.3.12.1.2.1.7.117.115.109.85.115.101.114.49,The value of this object identifies an entry in the snmpTargetParamsTable The identified entry contains SNMP parameters to be used when generating messages to be sent to this transport address
.1.3.6.1.6.3.12.1.2.1.7.117.115.109.85.115.101.114.50,The value of this object identifies an entry in the snmpTargetParamsTable The identified entry contains SNMP parameters to be used when generating messages to be sent to this transport address
.1.3.6.1.6.3.12.1.2.1.7.117.115.109.85.115.101.114.51,The value of this object identifies an entry in the snmpTargetParamsTable The identified entry contains SNMP parameters to be used when generating messages to be sent to this transport address
.1.3.6.1.6.3.12.1.2.1.7.117.115.109.85.115.101.114.52,The value of this object identifies an entry in the snmpTargetParamsTable The identified entry contains SNMP parameters to be used when generating messages to be sent to this transport address
.1.3.6.1.6.3.12.1.2.1.7.117.115.109.85.115.101.114.53,The value of this object identifies an entry in the snmpTargetParamsTable The identified entry contains SNMP parameters to be used when generating messages to be sent to this transport address
.1.3.6.1.6.3.12.1.2.1.7.117.115.109.85.115.101.114.54,The value of this object identifies an entry in the snmpTargetParamsTable The identified entry contains SNMP parameters to be used when generating messages to be sent to this transport address
.1.3.6.1.6.3.12.1.2.1.8.85.115.101.114.0.0.0,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.2.1.8.117.115.109.85.115.101.114.49,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.2.1.8.117.115.109.85.115.101.114.50,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.2.1.8.117.115.109.85.115.101.114.51,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.2.1.8.117.115.109.85.115.101.114.52,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.2.1.8.117.115.109.85.115.101.114.53,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.2.1.8.117.115.109.85.115.101.114.54,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.2.1.9.85.115.101.114.0.0.0,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetAddrRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding instances of snmpTargetAddrTDomain snmpTargetAddrTAddress and snmpTargetAddrParams have all been set The following objects may not be modified while the value of this object is active1 snmpTargetAddrTDomain snmpTargetAddrTAddress An attempt to set these objects while the value of snmpTargetAddrRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.2.1.9.117.115.109.85.115.101.114.49,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetAddrRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding instances of snmpTargetAddrTDomain snmpTargetAddrTAddress and snmpTargetAddrParams have all been set The following objects may not be modified while the value of this object is active1 snmpTargetAddrTDomain snmpTargetAddrTAddress An attempt to set these objects while the value of snmpTargetAddrRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.2.1.9.117.115.109.85.115.101.114.50,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetAddrRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding instances of snmpTargetAddrTDomain snmpTargetAddrTAddress and snmpTargetAddrParams have all been set The following objects may not be modified while the value of this object is active1 snmpTargetAddrTDomain snmpTargetAddrTAddress An attempt to set these objects while the value of snmpTargetAddrRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.2.1.9.117.115.109.85.115.101.114.51,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetAddrRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding instances of snmpTargetAddrTDomain snmpTargetAddrTAddress and snmpTargetAddrParams have all been set The following objects may not be modified while the value of this object is active1 snmpTargetAddrTDomain snmpTargetAddrTAddress An attempt to set these objects while the value of snmpTargetAddrRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.2.1.9.117.115.109.85.115.101.114.52,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetAddrRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding instances of snmpTargetAddrTDomain snmpTargetAddrTAddress and snmpTargetAddrParams have all been set The following objects may not be modified while the value of this object is active1 snmpTargetAddrTDomain snmpTargetAddrTAddress An attempt to set these objects while the value of snmpTargetAddrRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.2.1.9.117.115.109.85.115.101.114.53,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetAddrRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding instances of snmpTargetAddrTDomain snmpTargetAddrTAddress and snmpTargetAddrParams have all been set The following objects may not be modified while the value of this object is active1 snmpTargetAddrTDomain snmpTargetAddrTAddress An attempt to set these objects while the value of snmpTargetAddrRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.2.1.9.117.115.109.85.115.101.114.54,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetAddrRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding instances of snmpTargetAddrTDomain snmpTargetAddrTAddress and snmpTargetAddrParams have all been set The following objects may not be modified while the value of this object is active1 snmpTargetAddrTDomain snmpTargetAddrTAddress An attempt to set these objects while the value of snmpTargetAddrRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.3.1.2.112.97.114.97.109.118.49,The Message Processing Model to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.2.112.97.114.97.109.118.50,The Message Processing Model to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.2.112.97.114.97.109.118.51,The Message Processing Model to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.2.117.115.109.80.97.114.97.109.49,The Message Processing Model to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.2.117.115.109.80.97.114.97.109.50,The Message Processing Model to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.2.117.115.109.80.97.114.97.109.51,The Message Processing Model to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.2.117.115.109.80.97.114.97.109.52,The Message Processing Model to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.2.117.115.109.80.97.114.97.109.53,The Message Processing Model to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.2.117.115.109.80.97.114.97.109.54,The Message Processing Model to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.3.112.97.114.97.109.118.49,The Security Model to be used when generating SNMP messages using this entry An implementation may choose to return an inconsistentValue error if an attempt is made to set this variable to a value for a security model which the implementation does not support
.1.3.6.1.6.3.12.1.3.1.3.112.97.114.97.109.118.50,The Security Model to be used when generating SNMP messages using this entry An implementation may choose to return an inconsistentValue error if an attempt is made to set this variable to a value for a security model which the implementation does not support
.1.3.6.1.6.3.12.1.3.1.3.112.97.114.97.109.118.51,The Security Model to be used when generating SNMP messages using this entry An implementation may choose to return an inconsistentValue error if an attempt is made to set this variable to a value for a security model which the implementation does not support
.1.3.6.1.6.3.12.1.3.1.3.117.115.109.80.97.114.97.109.49,The Security Model to be used when generating SNMP messages using this entry An implementation may choose to return an inconsistentValue error if an attempt is made to set this variable to a value for a security model which the implementation does not support
.1.3.6.1.6.3.12.1.3.1.3.117.115.109.80.97.114.97.109.50,The Security Model to be used when generating SNMP messages using this entry An implementation may choose to return an inconsistentValue error if an attempt is made to set this variable to a value for a security model which the implementation does not support
.1.3.6.1.6.3.12.1.3.1.3.117.115.109.80.97.114.97.109.51,The Security Model to be used when generating SNMP messages using this entry An implementation may choose to return an inconsistentValue error if an attempt is made to set this variable to a value for a security model which the implementation does not support
.1.3.6.1.6.3.12.1.3.1.3.117.115.109.80.97.114.97.109.52,The Security Model to be used when generating SNMP messages using this entry An implementation may choose to return an inconsistentValue error if an attempt is made to set this variable to a value for a security model which the implementation does not support
.1.3.6.1.6.3.12.1.3.1.3.117.115.109.80.97.114.97.109.53,The Security Model to be used when generating SNMP messages using this entry An implementation may choose to return an inconsistentValue error if an attempt is made to set this variable to a value for a security model which the implementation does not support
.1.3.6.1.6.3.12.1.3.1.3.117.115.109.80.97.114.97.109.54,The Security Model to be used when generating SNMP messages using this entry An implementation may choose to return an inconsistentValue error if an attempt is made to set this variable to a value for a security model which the implementation does not support
.1.3.6.1.6.3.12.1.3.1.4.112.97.114.97.109.118.49,The securityName which identifies the Principal on whose behalf SNMP messages will be generated using this entry
.1.3.6.1.6.3.12.1.3.1.4.112.97.114.97.109.118.50,The securityName which identifies the Principal on whose behalf SNMP messages will be generated using this entry
.1.3.6.1.6.3.12.1.3.1.4.112.97.114.97.109.118.51,The securityName which identifies the Principal on whose behalf SNMP messages will be generated using this entry
.1.3.6.1.6.3.12.1.3.1.4.117.115.109.80.97.114.97.109.49,The securityName which identifies the Principal on whose behalf SNMP messages will be generated using this entry
.1.3.6.1.6.3.12.1.3.1.4.117.115.109.80.97.114.97.109.50,The securityName which identifies the Principal on whose behalf SNMP messages will be generated using this entry
.1.3.6.1.6.3.12.1.3.1.4.117.115.109.80.97.114.97.109.51,The securityName which identifies the Principal on whose behalf SNMP messages will be generated using this entry
.1.3.6.1.6.3.12.1.3.1.4.117.115.109.80.97.114.97.109.52,The securityName which identifies the Principal on whose behalf SNMP messages will be generated using this entry
.1.3.6.1.6.3.12.1.3.1.4.117.115.109.80.97.114.97.109.53,The securityName which identifies the Principal on whose behalf SNMP messages will be generated using this entry
.1.3.6.1.6.3.12.1.3.1.4.117.115.109.80.97.114.97.109.54,The securityName which identifies the Principal on whose behalf SNMP messages will be generated using this entry
.1.3.6.1.6.3.12.1.3.1.5.112.97.114.97.109.118.49,The Level of Security to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.5.112.97.114.97.109.118.50,The Level of Security to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.5.112.97.114.97.109.118.51,The Level of Security to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.5.117.115.109.80.97.114.97.109.49,The Level of Security to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.5.117.115.109.80.97.114.97.109.50,The Level of Security to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.5.117.115.109.80.97.114.97.109.51,The Level of Security to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.5.117.115.109.80.97.114.97.109.52,The Level of Security to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.5.117.115.109.80.97.114.97.109.53,The Level of Security to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.5.117.115.109.80.97.114.97.109.54,The Level of Security to be used when generating SNMP messages using this entry
.1.3.6.1.6.3.12.1.3.1.6.112.97.114.97.109.118.49,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.3.1.6.112.97.114.97.109.118.50,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.3.1.6.112.97.114.97.109.118.51,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.3.1.6.117.115.109.80.97.114.97.109.49,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.3.1.6.117.115.109.80.97.114.97.109.50,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.3.1.6.117.115.109.80.97.114.97.109.51,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.3.1.6.117.115.109.80.97.114.97.109.52,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.3.1.6.117.115.109.80.97.114.97.109.53,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.3.1.6.117.115.109.80.97.114.97.109.54,The storage type for this conceptual row Conceptual rows having the value permanent need not allow writeaccess to any columnar objects in the row DEFVAL nonVolatile
.1.3.6.1.6.3.12.1.3.1.7.112.97.114.97.109.118.49,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetParamsRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName and snmpTargetParamsSecurityLevel have all been set The following objects may not be modified while the value of this object is active1 snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName snmpTargetParamsSecurityLevel An attempt to set these objects while the value of snmpTargetParamsRowStatus is active1 will result in an inconsistentValue error
